Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid
TURKEY&PORK SAUSAGE,"TURKEY&PORK SAUSAGE,FRSH,BULK,PATTY OR LINK,CKD",0.7,84,80,0.0,307,22.7,0.0,50.9,9.719,3.25,7.95,23.0
TURMERIC,"TURMERIC,GROUND",64.93,0,49,21.10000038,354,7.83,3.210000038,11.36,1.66,2.18,3.12,9.88
TURNIP GREENS,"TURNIP GREENS,RAW",7.13,0,0,3.200000048,32,1.5,0.810000002,89.67,0.02,0.12,0.07,0.3
TURNIP GRNS,"TURNIP GRNS,CKD,BLD,DRND,WO/SALT",4.36,0,0,3.5,20,1.14,0.529999971,93.2,0.015,0.091,0.053,0.23
TURNIP GRNS&TURNIPS,"TURNIP GRNS&TURNIPS,FRZ,UNPREP",3.4,0,0,2.400000095,21,2.46,0.0,93.13,0.012,0.088,0.032,0.19
TURNIPS,"TURNIPS,CKD,BLD,DRND,WO/SALT",5.06,0,9,2.0,22,0.71,2.99000001,93.6,0.005,0.042,0.008,0.08
TURTLE,"TURTLE,GREEN,RAW",0.0,50,65,0.0,89,19.8,0.0,78.5,0.088,0.17,0.127,0.5
TYSON CHICK FAJITA KIT,"TYSON CHICK FAJITA KIT,FRZ,PROD CD #2266-910",16.22,11,0,1.700000048,120,6.37,2.029999971,71.56,0.99,1.48,0.8,3.34
USDA CMDTY,"USDA CMDTY,MXD FRUIT (PEACH,PEARS,GRAPES),CND,LT SYRUP,DRND",14.65,0,0,1.600000024,57,0.46,11.25,84.6,0.0,0.0,0.01,0.1
USDA CMDTY CHICK,"USDA CMDTY CHICK,CND,MEAT ONLY,DRND",0.0,83,74,0.0,162,27.52,0.0,67.29,2.047,1.313,1.572,5.72
USDA CMDTY FD,"USDA CMDTY FD,OIL,VEG,LO SATURATED FAT",0.0,0,0,0.0,884,0.0,0.0,0.0,22.73,65.138,7.429,100.0
USDA CMDTY PEACHES,"USDA CMDTY PEACHES,CND,LT SYRUP,DRND",15.65,0,0,0.699999988,61,0.56,10.60999966,83.43,0.0,0.0,0.0,0.15
USDA CMDTY PEARS,"USDA CMDTY PEARS,CND,JUC PK,DRND",12.91,0,0,2.200000048,51,0.34,8.270000458,86.26,0.0,0.0,0.0,0.19
USDA COMMODITY,"USDA COMMODITY,SALSA",7.0,0,0,1.399999976,36,1.5,0.0,89.7,0.016,0.107,0.029,0.2
VANILLA EXTRACT,"VANILLA EXTRACT,IMITN,ALCOHOL",2.41,0,0,0.0,237,0.05,0.0,64.46,0.0,0.0,0.0,0.0
VEAL,"VEAL,LEG (TOP RND),LN,RAW",0.0,78,0,0.0,107,21.28,0.0,75.82,0.56,0.18,0.53,1.76
VEGETABLE JUC COCKTAIL,"VEGETABLE JUC COCKTAIL,CND",4.55,0,7,0.800000012,19,0.63,3.299999952,93.52,0.014,0.038,0.013,0.09
VEGETABLE OIL,"VEGETABLE OIL,AVOCADO",0.0,0,0,0.0,884,0.0,0.0,0.0,70.554,13.486,11.56,100.0
VEGETABLE OIL-BUTTER SPRD,"VEGETABLE OIL-BUTTER SPRD,TUB,SALTED",1.0,0,6,0.0,362,1.0,0.0,56.0,18.438,12.573,7.238,40.0
VEGETABLES,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT",13.09,0,24,4.400000095,65,2.86,3.119999886,83.23,0.01,0.072,0.031,0.15
VERMICELLI,"VERMICELLI,MADE FROM SOY",82.32,0,177,3.900000095,331,0.1,17.44000053,11.9,0.013,0.041,0.014,0.1
VINEGAR,"VINEGAR,RED WINE",0.27,0,0,0.0,19,0.04,0.0,94.47,0.0,0.0,0.0,0.0
VINESPINACH,"VINESPINACH,(BASELLA),RAW",3.4,0,0,0.0,19,1.8,0.0,93.1,0.0,0.0,0.0,0.3
VITASOY USA,"VITASOY USA,VITASOY LT VANILLA SOYMILK",4.1,0,0,0.100000001,30,1.6,2.900000095,92.74,0.2,0.4,0.18,0.82
WAFFLE,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",45.41,16,0,2.400000095,298,6.71,5.039999962,34.95,5.195,2.24,1.58,9.91
WAFFLES,"WAFFLES,PLN,FRZ,RTH",42.98,14,0,2.200000048,285,6.47,4.909999847,37.95,5.129,2.165,1.531,9.7
WALNUTS,"WALNUTS,BLACK,DRIED",9.91,0,32,6.800000191,618,24.06,1.100000024,4.56,15.004,35.077,3.368,59.0
WALRUS,"WALRUS,MEAT,DRIED (ALASKA NATIVE)",0.0,0,0,0.0,251,57.0,0.0,38.8,0.0,0.0,0.0,2.6
WASABI,"WASABI,ROOT,RAW",23.54,0,0,7.800000191,109,4.8,0.0,69.11,0.0,0.0,0.0,0.63
WATER,"WATER,BTLD,PERRIER",0.0,0,0,0.0,0,0.0,0.0,99.9,0.0,0.0,0.0,0.0
WATER W/ ADDED VITAMINS & MINERALS,"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS",5.49,0,0,0.0,22,0.0,5.489999771,94.44,0.0,0.0,0.0,0.0
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS",12.3,0,18,2.5,50,0.88,2.460000038,86.42,0.001,0.026,0.016,0.06
WATERCRESS,"WATERCRESS,RAW",1.29,0,9,0.5,11,2.3,0.200000003,95.11,0.008,0.035,0.027,0.1
WATERMELON,"WATERMELON,RAW",7.55,0,4,0.400000006,30,0.61,6.199999809,91.45,0.037,0.05,0.016,0.15
WATERMELON SD KRNLS,"WATERMELON SD KRNLS,DRIED",15.31,0,0,0.0,557,28.33,0.0,5.05,7.407,28.094,9.779,47.37
WAXGOURD,"WAXGOURD,(CHINESE PRESERVING MELON),RAW",3.0,0,0,2.900000095,13,0.4,0.0,96.1,0.037,0.087,0.016,0.2
WEIGHT WATCHERS SMART ONES,"WEIGHT WATCHERS SMART ONES,CHICK TENDERLOINS W/ BBQ SAU",13.3,14,0,1.700000048,95,6.7,3.400000095,76.7,0.4,0.8,0.3,1.7
WENDY'S,"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",18.88,40,0,1.100000024,179,14.73,0.0,59.67,1.46,1.81,1.03,5.0
WHALE,"WHALE,BELUGA,EYES (ALASKA NATIVE)",0.0,0,0,0.0,291,19.6,0.0,55.1,0.0,0.0,0.0,23.3
WHEAT,"WHEAT,SPROUTED",42.53,0,0,1.100000024,198,7.49,0.0,47.75,0.151,0.557,0.206,1.27
WHEAT BRAN,"WHEAT BRAN,CRUDE",64.51,0,74,42.79999924,216,15.55,0.409999996,9.89,0.637,2.212,0.63,4.25
WHEAT FLOUR,"WHEAT FLOUR,WHOLE-GRAIN",72.57,0,31,12.19999981,339,13.7,0.409999996,10.27,0.232,0.779,0.322,1.87
WHEAT FLOURS,"WHEAT FLOURS,BREAD,UNENR",72.53,0,10,2.400000095,361,11.98,0.310000002,13.36,0.14,0.727,0.244,1.66
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,ENR",77.32,0,10,0.0,367,8.89,0.540000021,11.85,0.0,0.0,0.0,1.43
WHEAT GERM,"WHEAT GERM,CRUDE",51.8,0,0,13.19999981,360,23.15,0.0,11.12,1.365,6.01,1.665,9.72
WHELK,"WHELK,UNSPECIFIED,RAW",7.76,65,65,0.0,137,23.84,0.0,66.0,0.028,0.023,0.031,0.4
WHEY,"WHEY,ACID,FLUID",5.12,1,16,0.0,24,0.76,5.119999886,93.42,0.025,0.004,0.057,0.09
WHIPPED CRM SUB,"WHIPPED CRM SUB,DIETETIC,MADE FROM PDR MIX",10.6,0,0,0.0,100,0.9,10.60000038,82.3,1.357,1.158,3.186,6.0
WHIPPED TOPPING,"WHIPPED TOPPING,FRZ,LOFAT",23.6,2,0,0.0,224,3.0,23.60000038,59.7,0.838,0.269,11.273,13.1
WHISKEY SOUR MIX,"WHISKEY SOUR MIX,BTLD,W/ K&NA",21.4,0,0,0.0,84,0.1,0.0,78.2,0.002,0.02,0.008,0.1
WHITEFISH,"WHITEFISH,MXD SP,SMOKED",0.0,33,95,0.0,108,23.4,0.0,70.83,0.278,0.293,0.228,0.93
WHITING,"WHITING,MIXED SPECIES,RAW",0.0,67,65,0.0,90,18.31,0.0,80.27,0.279,0.422,0.247,1.31
WILD RICE,"WILD RICE,COOKED",21.34,0,10,1.799999952,101,3.99,0.730000019,73.93,0.05,0.213,0.049,0.34
WILLOW,"WILLOW,LEAVES IN OIL (ALASKA NATIVE)",8.1,0,0,0.0,592,2.6,0.0,28.0,0.0,0.0,0.0,61.0
WINE,"WINE,NON-ALCOHOLIC",1.1,0,5,0.0,6,0.5,1.100000024,98.2,0.0,0.0,0.0,0.0
WINGED BEAN,"WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",3.21,0,0,0.0,37,5.31,0.0,90.11,0.237,0.177,0.101,0.66
WINGED BEAN LEAVES,"WINGED BEAN LEAVES,RAW",14.1,0,0,0.0,74,5.85,0.0,76.85,0.285,0.213,0.272,1.1
WINGED BEAN TUBER,"WINGED BEAN TUBER,RAW",28.1,0,0,0.0,148,11.6,0.0,57.4,0.234,0.174,0.222,0.9
WINGED BNS,"WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",3.21,0,0,0.0,38,5.31,0.0,90.11,0.189,0.142,0.181,0.66
WOLFFISH,"WOLFFISH,ATLANTIC,RAW",0.0,46,0,0.0,96,17.5,0.0,79.9,0.837,0.845,0.365,2.39
WORTHINGTON CHIC-KETTS,"WORTHINGTON CHIC-KETTS,FRZ,UNPREP",4.6,0,0,3.700000048,204,25.91,0.839999974,57.98,2.2,5.5,1.4,9.16
WORTHINGTON CHILI,"WORTHINGTON CHILI,CND,UNPREP",10.87,0,0,3.400000095,123,10.39,1.299999952,72.79,0.88,2.88,0.7,4.22
WORTHINGTON CHOPLETS,"WORTHINGTON CHOPLETS,CND,UNPREP",4.06,0,0,2.799999952,103,19.39,0.419999987,74.11,0.13,0.51,0.16,1.03
WORTHINGTON DICED CHIK,"WORTHINGTON DICED CHIK,CND,UNPREP",3.74,1,0,1.399999976,80,14.71,0.100000001,78.97,0.0,0.0,0.0,0.65
WORTHINGTON DINNER RST,"WORTHINGTON DINNER RST,FRZ,UNPREP",6.87,1,0,3.099999905,213,16.04,0.980000019,61.66,5.4,5.6,2.4,13.5
WORTHINGTON FRICHIK,"WORTHINGTON FRICHIK,CND,UNPREP",3.36,1,0,1.5,160,13.43,0.100000001,71.11,2.36,5.49,1.41,10.33
WORTHINGTON FRIPATS,"WORTHINGTON FRIPATS,FRZ,UNPREP",7.95,2,0,2.799999952,209,23.73,1.370000005,56.75,2.17,5.19,1.4,9.12
WORTHINGTON LOFAT FRI CHIK,"WORTHINGTON LOFAT FRI CHIK,CND,UNPREP",4.9,1,0,1.0,102,14.31,0.029999999,76.35,0.68,1.05,0.4,2.74
WORTHINGTON LOFAT VEJA-LINKS,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP",4.28,2,0,1.200000048,123,15.79,0.699999988,72.98,1.07,2.59,0.73,4.78
WORTHINGTON MEATLESS CHICK,"WORTHINGTON MEATLESS CHICK,FRZ,UNPREP",4.28,1,0,2.400000095,153,16.08,0.75,67.98,1.81,4.6,1.22,7.99
WORTHINGTON MEATLESS CORNED BF,"WORTHINGTON MEATLESS CORNED BF,FRZ,UNPREP",9.87,1,0,4.699999809,244,18.62,2.099999905,54.08,3.47,8.6,2.27,14.47
WORTHINGTON MULTIGRAIN CUTLETS,"WORTHINGTON MULTIGRAIN CUTLETS,CND,UNPREP",6.0,0,0,3.099999905,108,18.1,0.600000024,73.4,0.2,0.6,0.5,1.3
WORTHINGTON PRIME STAKES,"WORTHINGTON PRIME STAKES,CND,UNPREP",7.52,1,0,1.399999976,135,10.16,0.300000012,73.44,1.69,3.56,0.95,7.19
WORTHINGTON PROSAGE LINKS,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP",5.03,2,0,2.799999952,143,20.17,0.769999981,67.49,1.8,2.0,0.9,4.68
WORTHINGTON PROSAGE ROLL,"WORTHINGTON PROSAGE ROLL,FRZ,UNPREP",5.95,2,0,3.5,261,19.61,0.150000006,54.42,5.8,8.3,3.4,17.61
WORTHINGTON SAUCETTES,"WORTHINGTON SAUCETTES,CND,UNPREP",5.59,2,0,2.799999952,219,14.99,0.230000004,62.41,0.0,0.0,0.0,15.19
WORTHINGTON SMOKED TURKEY,"WORTHINGTON SMOKED TURKEY,FRZ,UNPREP",7.93,0,0,1.100000024,251,18.54,2.400000095,53.68,3.88,8.88,2.34,16.12
WORTHINGTON STAKELETS,"WORTHINGTON STAKELETS,FRZ,UNPREP",9.56,1,0,2.799999952,211,19.7,1.159999967,57.46,3.5,5.1,1.8,10.39
WORTHINGTON STRIPPLES,"WORTHINGTON STRIPPLES,FRZ,UNPREP",14.3,2,0,5.099999905,346,12.4,0.800000012,41.9,6.2,16.2,4.2,26.6
WORTHINGTON SUPER LINKS,"WORTHINGTON SUPER LINKS,CND,UNPREP",5.5,1,0,1.799999952,219,14.46,0.610000014,62.14,3.06,8.36,2.08,15.45
WORTHINGTON TURKEE SLICES,"WORTHINGTON TURKEE SLICES,CND,UNPREP",5.63,1,0,0.0,202,14.5,1.299999952,63.56,4.15,8.28,2.07,13.55
WORTHINGTON VEG SKALLOPS,"WORTHINGTON VEG SKALLOPS,CND,UNPREP",4.56,0,0,3.400000095,109,19.89,0.340000004,72.99,0.13,0.52,0.16,1.19
WORTHINGTON VEG STEAKS,"WORTHINGTON VEG STEAKS,CND,UNPREP",5.05,0,0,2.200000048,113,20.68,0.529999971,71.79,0.0,0.0,0.0,1.16
WORTHINGTON VEGETARIAN BURGER,"WORTHINGTON VEGETARIAN BURGER,CND,UNPREP",6.21,0,0,2.700000048,126,18.64,0.560000002,70.73,0.49,1.74,0.46,2.94
WORTHINGTON VEJA-LINKS,"WORTHINGTON VEJA-LINKS,CND,UNPREP",4.13,3,0,3.299999952,155,14.59,0.469999999,70.41,1.96,4.52,1.3,8.93
WORTHINGTON WHAM,"WORTHINGTON WHAM,FRZ,UNPREP",5.71,0,0,0.0,196,17.83,3.200000048,62.1,2.48,5.79,1.62,11.29
Whale,"Whale, beluga, meat, raw (Alaska Native)",0.0,80,35,0.0,111,26.5,0.0,72.5,0.337,0.025,0.092,0.5
YACHTWURST,"YACHTWURST,W/ PISTACHIO NUTS,CKD",1.4,64,0,0.0,268,14.8,0.0,58.2,0.0,0.0,7.9,22.6
YAM,"YAM,CKD,BLD,DRND,OR BKD,WO/SALT",27.48,0,16,3.900000095,116,1.49,0.49000001,70.13,0.005,0.06,0.029,0.14
YAMBEAN (JICAMA),"YAMBEAN (JICAMA),CKD,BLD,DRND,WO/SALT",8.82,0,0,0.0,38,0.72,0.0,90.07,0.0,0.0,0.0,0.09
YARDLONG BEAN,"YARDLONG BEAN,CKD,BLD,DRND,WO/SALT",9.18,0,0,0.0,47,2.53,0.0,87.47,0.009,0.042,0.026,0.1
YARDLONG BNS,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",21.09,0,0,3.799999952,118,8.29,0.0,68.8,0.039,0.193,0.116,0.45
YAUTIA (TANNIER),"YAUTIA (TANNIER),RAW",23.63,0,0,1.5,98,1.46,0.0,73.06,0.0,0.0,0.082,0.4
YELLOWTAIL,"YELLOWTAIL,MXD SP,CKD,DRY HEAT",0.0,71,0,0.0,187,29.67,0.0,67.33,0.0,0.0,0.0,6.72
YOGURT,"YOGURT,CHOC,NONFAT MILK",23.53,1,15,1.200000048,108,3.53,14.97000027,71.57,0.0,0.0,0.0,0.0
